,GEO,REF_DATE,DGUID,uom_houseindex,scalar_houseindex,house_only,land_only,total_house_land,uom_income,scalar_income,statistic_income,income,uom_expenditure,scalar_expenditure,statistic_expenditure,food_expenditures,income_taxes,mortageinsurance,mortagePaid,accomodation,rent,shelter,total_expenditure,taxes_landregfees,uom_tourist,scalar_tourist,international_tourism,domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,employment,fulltime,labourforce,parttime,population,unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,employment_rate,participationrate,unemployment_rate,uom_crime,scalar_crime,statistic_crime,crime_incidents,uom_cpi,scalar_cpi,cpi_index,uom_oil,scalar_oil,diesel_fillingstations,diesel_selfservstations,premium_fillingstations,premium_selfservstations,regular_fillingstations,regular_selfservstations,uom_imm,scalar_imm,immigrants,1y_fixed_posted,2y_bond,3y_bond,3y_fixed_posted,5y_bond,5y_fixed_posted,7y_bond,10y_bond,bank,overnight,overnight_target,prime,Mean_Max_Temp,Mean_Min_Temp,Mean_Temp,Total_Rain,Total_Snow,predicted_total_house_index
2029,British Columbia,1992-12,2016A000259,"Index, 201612=100",units,100.2,85.4,93.0,,,,,,,,,,,,,,,,,Persons,unit,1021595.0,1369613.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1050.1666,844.85,1165.6666,205.31667,1672.5,115.51667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.8,65.7,10.133333,,,,,Percent,unit,2.1,Cents per litre,units,50.6999988556,50.6000003815,61.5,61.5,54.1499996185,54.4499988556,,,,7.7,,,,,9.5,,,,,,7.25,3.3,-0.7,1.3,114.7,95.5,93.4526138306
2030,Quebec,1993-07,2016A000224,"Index, 201612=100",units,55.0,53.0,54.4,,,,,,,,,,,,,,,,,Persons,unit,1352760.0,1911740.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1937.8334,1606.9166,2232.9167,330.91666,3459.25,295.1,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.366665,59.583332,13.75,,,,,Percent,unit,1.7,Cents per litre,units,54.5999984741,54.9500007629,70.0999984741,69.5500030518,61.0500011444,60.6499996185,Persons,units,11030.0,6.5,,,,,8.75,,,,,,5.75,23.8,13.2,18.5,112.8,0.0,54.5049362183
2031,Ontario,2001-08,2016A000235,"Index, 201612=100",units,52.9,78.6,60.0,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.58,,,,,,,,,,,,,Persons,unit,2486824.0,7118281.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3791.7334,3175.8333,4043.3167,615.9167,5789.9,251.58333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.85,65.36667,6.6666665,Number,unit,"Total of all violations-Rate per 100,000 population",567.75,Percent,unit,2.0,Cents per litre,units,,,80.8333333333,78.0333302816,70.5,68.4333343506,,,,6.2,4.26,4.73,7.15,4.93,7.6,5.23,5.36,4.25,,4.0,5.75,28.4,19.2,23.9,49.8,0.0,60.0918960571
2032,Saskatchewan,1993-12,2016A000247,"Index, 201612=100",units,36.6,35.4,36.3,,,,,,,,,,,,,,,,,Persons,unit,43530.0,60574.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",283.76666,221.63333,308.68332,62.15,446.23334,24.916666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.116665,65.73333,8.283334,,,,,Percent,unit,1.5,Cents per litre,units,50.4500007629,49.75,62.25,62.2999992371,55.1499996185,54.9000015259,,,,6.25,,,,,7.75,,,,,,5.5,-2.6,-11.1,-6.9,0.0,19.0,36.0831298828
2033,Saskatchewan,2016-02,2016A000247,"Index, 201612=100",units,101.3,99.3,100.8,,,,,Dollars,unit,Average expenditure per household,116.25,740.67,1373.67,14.33,453.17,1280.58,230.17,1448.42,7446.17,Persons,unit,50781.0,70033.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",359.4,300.38333,381.46667,59.016666,528.93335,22.066668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.3,69.76667,6.383333,Number,unit,"Total of all violations-Rate per 100,000 population",1113.53,Percent,unit,1.7,Cents per litre,units,,78.4500007629,,88.9500007629,,73.25,,,,3.14,0.427,0.4225,3.39,0.595,4.64,0.916,1.1245,0.75,0.501745,0.5,2.7,,,,,,100.718917847
2034,Alberta,1994-12,2016A000248,"Index, 201612=100",units,38.9,39.0,38.7,,,,,,,,,,,,,,,,,Persons,unit,67490.0,119787.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",859.2167,705.6,928.06665,153.66667,1251.0333,68.85,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.433334,68.816666,7.75,,,,,Percent,unit,1.2,Cents per litre,units,44.5,44.4000015259,55.9500007629,54.3999996185,47.2999992371,47.1000003815,,,,9.5,,,,,10.5,,,,,,8.0,,,,,,38.6605300903
2035,Alberta,2006-07,2016A000248,"Index, 201612=100",units,91.8,73.7,85.7,Percent,units,"5-year percent change of median income, Both sexes, All age groups",2.33,,,,,,,,,,,,,Persons,unit,135814.0,320647.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1214.7333,1030.0,1256.3167,184.71666,1660.8833,41.583332,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",69.166664,71.833336,3.75,Number,unit,"Total of all violations-Rate per 100,000 population",847.7,Percent,unit,1.9,Cents per litre,units,96.4500007629,96.0,116.799999237,116.299999237,107.049999237,105.900001526,Persons,units,22443.0,6.6,4.23047619048,4.27333333333,6.75,4.31428571429,6.95,4.37523809524,4.44095238095,4.5,4.24363,4.25,6.0,,,,,,85.268081665
2036,Alberta,2016-10,2016A000248,"Index, 201612=100",units,99.7,99.7,99.7,,,,,Dollars,unit,Average expenditure per household,156.33,813.83,1951.5,9.17,604.08,1591.75,353.58,1798.75,8876.17,Persons,unit,206976.0,293914.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1450.9667,1186.35,1581.8833,264.61667,2105.1167,130.91667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.61667,72.05,9.033334,Number,unit,"Total of all violations-Rate per 100,000 population",745.01,Percent,unit,1.4,Cents per litre,units,,96.1499977112,,112.299999237,,94.75,Persons,units,5488.0,3.14,0.57,0.5765,3.39,0.7045,4.64,0.876,1.1665,0.75,0.493015,0.5,2.7,,,,,,99.5819396973
2037,British Columbia,2005-10,2016A000259,"Index, 201612=100",units,87.5,92.2,88.8,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.25,,,,,,,,,,,,,Persons,unit,648480.0,1169117.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1343.1333,1076.85,1411.6833,266.26666,2088.6,68.51667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.2,64.566666,5.133333,Number,unit,"Total of all violations-Rate per 100,000 population",1075.37,Percent,unit,1.9,Cents per litre,units,113.049999237,112.350002289,120.100002289,117.950000763,109.199996948,107.049999237,Persons,units,9912.0,5.13,3.4680952381,3.54142857143,5.52,3.73238095238,5.94,3.8680952381,4.05238095238,3.125,2.863295,2.875,4.65,12.5,7.0,9.8,281.1,0.0,88.8810653687
2038,British Columbia,2007-12,2016A000259,"Index, 201612=100",units,103.2,99.2,101.4,,,,,,,,,,,,,,,,,Persons,unit,762640.0,1228160.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1420.7167,1138.4667,1478.5,282.25,2154.3,57.766666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.133335,66.03333,4.3166666,Number,unit,"Total of all violations-Rate per 100,000 population",979.39,Percent,unit,2.2,Cents per litre,units,113.25,112.25,119.950000763,118.0,108.699996948,106.549999237,,,,7.26,3.7535,3.8315,7.43,3.871,7.45,3.9265,4.0195,4.51136363636,4.27504736842,4.26136363636,6.0,,,,,,101.368988037
2039,British Columbia,2014-01,2016A000259,"Index, 201612=100",units,91.8,99.2,94.3,,,,,Dollars,unit,Average expenditure per household,167.58,684.83,1083.75,9.17,492.67,1361.42,322.58,1541.42,6731.33,Persons,unit,1246556.0,1642778.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1451.35,1139.8,1547.6666,311.55,2321.5334,96.316666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.933334,64.38333,6.983333,Number,unit,"Total of all violations-Rate per 100,000 population",716.87,Percent,unit,1.5,Cents per litre,units,,141.299995422,,138.899993896,,124.0,Persons,units,11310.0,3.14,1.03590909091,1.18,3.87,1.725,5.3,1.99681818182,2.53409090909,1.25,0.999745454545,1.0,3.0,,,,,,94.058052063
2040,Nova Scotia,1998-12,2016A000212,"Index, 201612=100",units,59.9,64.6,61.1,,,,,,,,,,,,,,,,,Persons,unit,4723.0,15936.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",254.53334,205.55,281.13333,48.983334,448.45,26.633333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.533333,58.6,9.966666,Number,unit,"Total of all violations-Rate per 100,000 population",737.46,Percent,unit,1.7,Cents per litre,units,59.4000015259,,62.0999984741,60.7000007629,56.7000007629,54.0,,,,6.2,,,,,6.6,,,,,,6.75,,,,,,61.2179031372
2041,Nova Scotia,2007-05,2016A000212,"Index, 201612=100",units,84.1,83.8,84.2,,,,,,,,,,,,,,,,,Persons,unit,22585.0,43447.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",284.73334,236.58333,308.85,48.183334,467.51666,24.066668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.166668,63.683334,8.416667,Number,unit,"Total of all violations-Rate per 100,000 population",685.37,Percent,unit,2.2,Cents per litre,units,106.699996948,,123.400001526,122.599998474,117.0,115.5,,,,6.70833333333,4.31954545455,4.31090909091,6.90833333333,4.29,6.84,4.28318181818,4.29272727273,4.5,4.23679545455,4.25,6.0,15.0,2.6,8.8,,,80.5340957642
2042,Nova Scotia,2008-03,2016A000212,"Index, 201612=100",units,89.5,89.4,89.5,,,,,,,,,,,,,,,,,Persons,unit,45729.0,58796.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",286.6,235.95,309.6,50.633335,468.63333,23.016666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.6,63.816666,8.066667,Number,unit,"Total of all violations-Rate per 100,000 population",646.53,Percent,unit,2.3,Cents per litre,units,131.300003052,,126.599998474,123.699996948,119.699996948,116.199996948,,,,7.21,2.57952380952,2.67619047619,7.26,2.95095238095,7.25,3.17047619048,3.50666666667,3.77272727273,3.510385,3.52272727273,5.25,,,,,,88.5972671509
2043,Nova Scotia,2009-07,2016A000212,"Index, 201612=100",units,90.0,94.4,90.9,,,,,,,,,,,,,,,,,Persons,unit,12222.0,59253.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",284.25,239.38333,311.88333,44.85,471.28333,27.666666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.866665,64.26667,9.683333,Number,unit,"Total of all violations-Rate per 100,000 population",645.79,Percent,unit,2.4,Cents per litre,units,92.9000015259,,112.0,109.400001526,103.800003052,101.599998474,Persons,units,1135.0,3.75,1.2547826087,1.86695652174,4.55,2.5347826087,5.85,2.78739130435,3.43347826087,0.5,0.241186363636,0.25,2.25,,,,,,90.8538284302
2044,Quebec,2006-11,2016A000224,"Index, 201612=100",units,83.8,76.2,81.5,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.58,,,,,,,,,,,,,Persons,unit,360699.0,648092.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2409.5,2000.2167,2610.45,409.28333,3844.3833,200.95,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.266666,64.75,8.366667,Number,unit,"Total of all violations-Rate per 100,000 population",511.06,Percent,unit,2.2,Cents per litre,units,95.75,95.1500015259,97.6000022888,96.5,91.0,89.9500007629,,,,6.4,3.94333333333,3.92904761905,6.53,3.91047619048,6.58,3.93904761905,3.99952380952,4.5,4.24954761905,4.25,6.0,4.9,-2.2,1.4,51.8,10.2,81.1799621582
2045,Manitoba,2005-12,2016A000246,"Index, 201612=100",units,64.5,47.6,59.6,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,72279.0,130739.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",368.15,297.51666,384.3,70.65,541.4167,16.133333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.95,68.21667,4.733333,Number,unit,"Total of all violations-Rate per 100,000 population",1048.02,Percent,unit,1.9,Cents per litre,units,96.6999969482,95.9000015259,95.6999969482,96.0999984741,85.9000015259,86.0,,,,5.72,3.81,3.8405,5.88,3.92,6.24,3.952,4.041,3.46590909091,3.197755,3.21590909091,5.0,-7.4,-15.4,-11.4,0.0,0.0,59.1082305908
2046,Manitoba,2012-06,2016A000246,"Index, 201612=100",units,89.7,90.5,90.0,,,,,Dollars,unit,Average expenditure per household,67.83,638.17,1069.67,10.0,341.42,1023.67,238.08,1143.0,5957.67,Persons,unit,122967.0,199263.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",392.25,321.71667,413.23334,70.51667,580.1667,20.966667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.833336,68.8,5.7,Number,unit,"Total of all violations-Rate per 100,000 population",811.93,Percent,unit,1.7,Cents per litre,units,113.400001526,112.900001526,135.300003052,134.5,122.199996948,121.900001526,,,,3.2,1.01047619048,1.05428571429,3.95,1.23095238095,5.24,1.45285714286,1.74761904762,1.25,1.0008047619,1.0,3.0,,,,,,89.4618988037
2047,Saskatchewan,2011-08,2016A000247,"Index, 201612=100",units,98.2,90.6,96.2,,,,,Dollars,unit,Average expenditure per household,70.75,641.0,976.75,9.17,299.75,1002.75,225.42,1091.92,5942.5,Persons,unit,51283.0,80052.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",337.73334,283.55,353.95,54.183334,495.71667,16.233334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.45,68.96667,5.016667,Number,unit,"Total of all violations-Rate per 100,000 population",1176.71,Percent,unit,1.9,Cents per litre,units,,113.549999237,134.599998474,135.400001526,122.049999237,122.549999237,,,,3.5,0.986086956522,1.16739130435,4.35,1.58304347826,5.39,1.94043478261,2.44826086957,1.25,1.00026818182,1.0,3.0,,,,,,95.608253479
2048,Alberta,1993-05,2016A000248,"Index, 201612=100",units,38.7,38.5,38.4,,,,,,,,,,,,,,,,,Persons,unit,93001.0,165480.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",814.63336,664.4667,899.7833,150.18333,1221.85,85.15,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.65,68.36667,9.75,,,,,Percent,unit,1.9,Cents per litre,units,44.5,42.9000015259,54.5,53.0499992371,45.8500003815,45.6500015259,,,,7.25,,,,,8.95,,,,,,6.0,,,,,,38.1199035645
2049,Alberta,2007-11,2016A000248,"Index, 201612=100",units,106.7,98.7,104.0,,,,,,,,,,,,,,,,,Persons,unit,169971.0,241485.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1271.4333,1080.8833,1318.85,190.58333,1724.8667,47.416668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",69.75,72.63333,3.9666667,Number,unit,"Total of all violations-Rate per 100,000 population",837.97,Percent,unit,2.2,Cents per litre,units,103.25,102.150001526,108.700000763,107.75,98.25,96.5,,,,7.21,3.80380952381,3.89380952381,7.36,3.9619047619,7.4,4.01857142857,4.12142857143,4.75,4.50540952381,4.5,6.25,,,,,,103.656967163
2050,Alberta,2007-12,2016A000248,"Index, 201612=100",units,106.7,99.6,104.3,,,,,,,,,,,,,,,,,Persons,unit,163997.0,257459.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1284.0,1091.9333,1326.8334,192.06667,1727.9166,42.833332,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",70.5,73.03333,3.5,Number,unit,"Total of all violations-Rate per 100,000 population",837.97,Percent,unit,2.2,Cents per litre,units,112.0,110.400001526,108.700000763,107.900001526,98.2999992371,97.0,,,,7.26,3.7535,3.8315,7.43,3.871,7.45,3.9265,4.0195,4.51136363636,4.27504736842,4.26136363636,6.0,,,,,,103.63143158
2051,British Columbia,1990-08,2016A000259,"Index, 201612=100",units,100.3,71.8,87.4,,,,,,,,,,,,,,,,,Persons,unit,1975298.0,2957026.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",997.9167,829.31665,1088.2167,168.61667,1566.95,90.3,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.133335,65.76667,8.316667,,,,,Percent,unit,3.4,Cents per litre,units,,47.6000003815,64.9500007629,64.5,60.2000007629,59.75,,,,13.75,,,,,13.5,,,,,,14.25,22.0,14.8,18.4,66.0,0.0,89.4662857056
2052,British Columbia,2014-07,2016A000259,"Index, 201612=100",units,90.6,99.2,93.5,,,,,Dollars,unit,Average expenditure per household,167.58,684.83,1083.75,9.17,492.67,1361.42,322.58,1541.42,6731.33,Persons,unit,1583283.0,2702883.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1450.9166,1157.6833,1543.3167,293.23334,2334.1667,92.36667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.766666,63.933334,6.483333,Number,unit,"Total of all violations-Rate per 100,000 population",716.87,Percent,unit,1.6,Cents per litre,units,,143.649993896,,156.25,,141.100006104,Persons,units,13581.0,3.14,1.09954545455,1.14818181818,3.75,1.51954545455,4.79,1.79954545455,2.19454545455,1.25,1.00012727273,1.0,3.0,,,,,,93.3411407471
2053,Nova Scotia,1997-12,2016A000212,"Index, 201612=100",units,58.9,63.6,60.2,,,,,,,,,,,,,,,,,Persons,unit,4435.0,15053.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",247.91667,201.3,278.01666,46.583332,446.7,30.1,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.066666,58.133335,11.85,,,,,Percent,unit,1.4,Cents per litre,units,61.9000015259,,70.1999969482,63.7999992371,63.7999992371,61.7000007629,,,,6.65,,,,,7.05,,,,,,6.0,,,,,,60.3335151672
2054,Nova Scotia,2017-12,2016A000212,"Index, 201612=100",units,101.3,99.9,101.0,,,,,,,,,,,,,,,,,Persons,unit,7710.0,16567.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",289.51666,239.2,313.75,50.316666,481.41666,24.233334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.666668,64.333336,8.833333,Number,unit,"Total of all violations-Rate per 100,000 population",474.53,Percent,unit,1.6,Cents per litre,units,,117.099998474,,120.699996948,,111.800003052,,,,3.24,1.57421052632,1.61631578947,3.74,1.73263157895,4.99,1.81421052632,1.91526315789,1.25,0.996078947368,1.0,3.2,,,,,,100.893913269
2055,Quebec,1988-09,2016A000224,"Index, 201612=100",units,52.1,45.1,50.4,,,,,,,,,,,,,,,,,Persons,unit,643809.0,1085402.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1954.3833,1670.0333,2158.5667,284.36667,3290.25,204.16667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",55.566666,61.666668,9.55,,,,,Percent,unit,,Cents per litre,units,,,,,55.5499992371,,,,,11.75,,,,,11.75,,,,,,11.75,15.2,6.1,10.7,134.0,0.0,50.3697242737
2056,Quebec,1991-11,2016A000224,"Index, 201612=100",units,54.8,51.8,53.9,,,,,,,,,,,,,,,,,Persons,unit,760342.0,1024286.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1955.7333,1644.55,2218.3,311.16666,3412.6667,262.58334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.833332,60.366665,12.183333,,,,,Percent,unit,2.8,Cents per litre,units,59.2999992371,59.1999988556,69.8499984741,69.5999984741,63.1500015259,63.0499992371,,,,8.75,,,,,9.9,,,,,,8.5,3.0,-5.2,-1.1,17.0,23.2,54.1083984375
2057,Quebec,1999-10,2016A000224,"Index, 201612=100",units,57.8,54.2,56.5,,,,,,,,,,,,,,,,,Persons,unit,489140.0,957262.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2154.0334,1808.95,2364.5,345.11667,3600.6333,210.48334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",55.116665,61.15,9.883333,Number,unit,"Total of all violations-Rate per 100,000 population",539.09,Percent,unit,1.6,Cents per litre,units,61.25,61.8000011444,77.4000015259,76.1499977112,70.5,69.2999992371,Persons,units,6688.0,7.35,,,,,8.25,,,,,,6.25,7.9,-0.5,3.7,103.4,6.4,56.4364471436
2058,Quebec,2004-08,2016A000224,"Index, 201612=100",units,76.3,67.6,73.8,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.67,,,,,,,,,,,,,Persons,unit,674232.0,1310313.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2349.5334,1949.95,2545.2334,399.56668,3755.6167,195.71666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.933334,64.4,8.316667,Number,unit,"Total of all violations-Rate per 100,000 population",510.64,Percent,unit,1.9,Cents per litre,units,81.4499969482,81.4500007629,95.7000007629,94.5500030518,88.8499984741,88.0999984741,,,,4.44,2.98363636364,3.48863636364,5.74,3.82318181818,6.35,4.26227272727,4.63318181818,2.25,1.99875238095,2.0,3.75,22.5,11.2,16.9,63.8,0.0,73.1532211304
2059,Ontario,1992-09,2016A000235,"Index, 201612=100",units,44.8,79.5,54.1,,,,,,,,,,,,,,,,,Persons,unit,3085520.0,5536812.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3118.3333,2589.3,3510.15,529.0833,5053.5,391.78333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.316666,65.23333,11.916667,,,,,Percent,unit,2.0,Cents per litre,units,,,64.866666158,63.0999997457,57.5,56.0333328247,,,,6.25,,,,,8.5,,,,,,6.25,19.9,12.7,16.4,113.0,0.0,54.4568405151
2060,Manitoba,1999-10,2016A000246,"Index, 201612=100",units,49.1,34.8,44.9,,,,,,,,,,,,,,,,,Persons,unit,90836.0,168259.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",344.43332,282.21667,363.31668,62.216667,519.36664,18.883333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.35,66.183334,5.4333334,Number,unit,"Total of all violations-Rate per 100,000 population",969.0,Percent,unit,1.6,Cents per litre,units,54.4000015259,53.9000015259,73.0999984741,71.6999969482,64.0,62.4000015259,Persons,units,383.0,7.35,,,,,8.25,,,,,,6.25,6.9,-1.7,2.6,26.0,0.0,44.8219337463
2061,Manitoba,2004-02,2016A000246,"Index, 201612=100",units,55.8,36.9,50.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,92027.0,147759.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",361.0,296.33334,379.38333,64.7,533.61664,18.383333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.13333,67.78333,5.383333,Number,unit,"Total of all violations-Rate per 100,000 population",1135.83,Percent,unit,1.9,Cents per litre,units,64.1999969482,63.7000007629,80.5999984741,79.1999969482,70.1999969482,69.0,,,,4.3,2.45904761905,2.7619047619,5.26,3.52523809524,5.88,3.99428571429,4.44952380952,2.75,2.495875,2.5,4.25,-7.4,-19.5,-13.5,0.0,9.6,50.4283294678
2062,Saskatchewan,1991-05,2016A000247,"Index, 201612=100",units,33.1,33.4,33.2,,,,,,,,,,,,,,,,,Persons,unit,79503.0,98642.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",285.3,223.46666,308.03333,61.833332,444.01666,22.733334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.9,66.21667,7.75,,,,,Percent,unit,3.6,Cents per litre,units,51.1499996185,50.75,56.3999996185,56.3500003815,50.9499988556,50.4500007629,,,,10.0,,,,,11.25,,,,,,9.75,17.9,4.8,11.4,59.4,5.4,33.1126174927
2063,Saskatchewan,2017-10,2016A000247,"Index, 201612=100",units,99.4,100.0,99.5,,,,,,,,,,,,,,,,,Persons,unit,25692.0,52820.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",358.35,298.13333,379.95,60.2,536.86664,21.633333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.916668,68.28333,6.4166665,Number,unit,"Total of all violations-Rate per 100,000 population",1065.41,Percent,unit,1.6,Cents per litre,units,,104.649997711,,115.950000763,,99.0999984741,Persons,units,1057.0,3.24,1.49666666667,1.55047619048,3.6275,1.71857142857,4.915,1.86333333333,2.05095238095,1.25,0.993042857143,1.0,3.2,,,,,,99.2996368408
2064,Alberta,1996-04,2016A000248,"Index, 201612=100",units,39.1,38.5,38.6,,,,,,,,,,,,,,,,,Persons,unit,110710.0,173886.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",892.6,732.7833,954.76666,159.81667,1279.6,62.183334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.73333,69.51667,6.9333334,,,,,Percent,unit,1.4,Cents per litre,units,44.8999996185,45.3499984741,61.2999992371,61.3500003815,52.5500011444,52.3000011444,Persons,units,6114.0,6.5,,,,,8.5,,,,,,6.5,,,,,,38.5474014282
2065,Alberta,2004-05,2016A000248,"Index, 201612=100",units,58.3,49.9,55.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",2.08,,,,,,,,,,,,,Persons,unit,100232.0,194824.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1124.0834,936.2833,1170.4667,187.83333,1551.5167,46.383335,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.03333,71.11667,4.2,Number,unit,"Total of all violations-Rate per 100,000 population",900.93,Percent,unit,2.0,Cents per litre,units,65.25,65.3500022888,95.5999984741,94.0999984741,85.2000007629,83.9500007629,,,,4.53,2.97095238095,3.55761904762,5.73,3.91333333333,6.39,4.35047619048,4.77285714286,2.25,1.99798,2.0,3.75,,,,,,55.309211731
2066,Alberta,2018-07,2016A000248,"Index, 201612=100",units,99.5,100.6,99.9,,,,,,,,,,,,,,,,,Persons,unit,206166.0,433521.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1485.8833,1226.55,1590.2,259.33334,2142.5334,104.333336,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.53333,70.63333,7.3333335,,,,,Percent,unit,1.9,Cents per litre,units,,125.900001526,,149.5,,131.199996948,,,,3.49,1.96523809524,2.0119047619,4.3,2.09619047619,5.34,2.1380952381,2.18714285714,1.67045454545,1.42461428571,1.42045454545,3.6375,,,,,,99.6977844238
2067,British Columbia,1991-10,2016A000259,"Index, 201612=100",units,95.6,72.2,84.5,,,,,,,,,,,,,,,,,Persons,unit,1620404.0,2039231.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1015.65,836.3,1122.5667,179.33333,1617.5667,106.933334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.85,65.5,9.783334,,,,,Percent,unit,2.9,Cents per litre,units,53.0999984741,51.9499988556,63.5499992371,62.9499988556,58.0499992371,57.5,Persons,units,16435.0,9.5,,,,,10.75,,,,,,8.75,12.6,6.6,9.7,41.7,2.0,84.2260818481
2068,Nova Scotia,1986-08,2016A000212,"Index, 201612=100",units,50.3,52.7,50.9,,,,,,,,,,,,,,,,,Persons,unit,8352.0,69755.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",218.66667,184.41667,251.63333,34.266666,408.8,32.983334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",50.1,58.1,13.05,,,,,Percent,unit,,Cents per litre,units,,,,,48.5,,,,,9.75,,,,,11.0,,,,,,9.75,,,,,,50.9827766418
